sku_id,product_name,category,unit_cost,selling_price,units_sold_last_12m,inventory_on_hand
SKU-10796,Home Decor Item 796,Home Decor,19.72,37.25,4729,327
SKU-10797,Furniture Item 797,Furniture,384.61,959.23,1035,221
SKU-10798,Home Decor Item 798,Home Decor,136.04,137.31,32,447
SKU-10799,Furniture Item 799,Furniture,506.84,565.8,6218,1464
SKU-10800,Bedding Item 800,Bedding,55.62,100.74,4814,595
SKU-10801,Kitchenware Item 801,Kitchenware,34.93,93.93,248,24
SKU-10802,Bedding Item 802,Bedding,139.4,171.45,6651,608
SKU-10803,Gardening Item 803,Gardening,66.28,54.99,13,1164
SKU-10804,Home Decor Item 804,Home Decor,109.7,123.92,6178,689
SKU-10805,Home Decor Item 805,Home Decor,144.07,479.7,250,34
SKU-10806,Furniture Item 806,Furniture,524.99,627.9,3270,1439
SKU-10807,Gardening Item 807,Gardening,126.16,117.7,10,1029
SKU-10808,Gardening Item 808,Gardening,134.78,157.08,5966,610
SKU-10809,Kitchenware Item 809,Kitchenware,23.12,78.35,119,60
SKU-10810,Kitchenware Item 810,Kitchenware,33.46,63.02,2498,411
SKU-10811,Home Decor Item 811,Home Decor,45.94,45.14,18,984
SKU-10812,Gardening Item 812,Gardening,36.13,72.81,2109,310
SKU-10813,Home Decor Item 813,Home Decor,121.51,136.71,6039,1309
SKU-10814,Furniture Item 814,Furniture,175.63,202.95,2298,636
SKU-10815,Bedding Item 815,Bedding,101.27,93.02,11,738
SKU-10816,Gardening Item 816,Gardening,99.29,92.42,37,574
SKU-10817,Bedding Item 817,Bedding,53.09,210.52,114,81
SKU-10818,Gardening Item 818,Gardening,29.0,27.84,6,616
SKU-10819,Bedding Item 819,Bedding,36.59,32.55,11,928
SKU-10820,Home Decor Item 820,Home Decor,12.93,16.75,3912,880
SKU-10821,Kitchenware Item 821,Kitchenware,48.49,176.25,273,20
SKU-10822,Bedding Item 822,Bedding,140.86,163.91,2790,1246
SKU-10823,Kitchenware Item 823,Kitchenware,22.0,40.79,2490,533
SKU-10824,Gardening Item 824,Gardening,102.13,84.62,15,799
SKU-10825,Home Decor Item 825,Home Decor,132.17,145.39,2946,1006
SKU-10826,Home Decor Item 826,Home Decor,71.88,228.81,215,98
SKU-10827,Furniture Item 827,Furniture,611.34,1165.22,4056,640
SKU-10828,Home Decor Item 828,Home Decor,25.57,21.27,32,487
SKU-10829,Furniture Item 829,Furniture,126.66,327.78,295,10
SKU-10830,Furniture Item 830,Furniture,710.34,2631.46,201,59
SKU-10831,Bedding Item 831,Bedding,21.1,57.44,127,37
SKU-10832,Bedding Item 832,Bedding,133.03,406.71,236,46
SKU-10833,Kitchenware Item 833,Kitchenware,28.56,32.57,5715,777
SKU-10834,Gardening Item 834,Gardening,120.8,120.3,35,992
SKU-10835,Home Decor Item 835,Home Decor,27.41,24.16,22,689
SKU-10836,Bedding Item 836,Bedding,15.64,18.53,3124,1265
SKU-10837,Home Decor Item 837,Home Decor,11.47,11.5,9,929
SKU-10838,Gardening Item 838,Gardening,57.86,58.07,11,460
SKU-10839,Gardening Item 839,Gardening,28.51,32.02,5956,773
SKU-10840,Gardening Item 840,Gardening,36.5,41.73,2421,1428
SKU-10841,Bedding Item 841,Bedding,16.77,14.25,3,495
SKU-10842,Kitchenware Item 842,Kitchenware,27.66,65.78,2473,333
SKU-10843,Furniture Item 843,Furniture,649.08,1863.58,104,23
SKU-10844,Bedding Item 844,Bedding,68.12,149.87,1432,628
SKU-10845,Home Decor Item 845,Home Decor,94.61,95.49,31,550
SKU-10846,Furniture Item 846,Furniture,156.07,176.14,3902,1277
SKU-10847,Bedding Item 847,Bedding,44.18,136.82,189,86
SKU-10848,Home Decor Item 848,Home Decor,77.66,88.44,6086,674
SKU-10849,Bedding Item 849,Bedding,11.03,24.28,2159,532
SKU-10850,Gardening Item 850,Gardening,132.92,354.95,126,80
SKU-10851,Furniture Item 851,Furniture,229.69,729.69,278,19
SKU-10852,Gardening Item 852,Gardening,92.49,103.17,5440,511
SKU-10853,Kitchenware Item 853,Kitchenware,10.71,24.39,2391,619
SKU-10854,Kitchenware Item 854,Kitchenware,7.66,30.05,246,27
SKU-10855,Home Decor Item 855,Home Decor,22.76,25.81,5515,591
SKU-10856,Gardening Item 856,Gardening,56.36,50.94,8,767
SKU-10857,Bedding Item 857,Bedding,56.95,104.17,1993,717
SKU-10858,Home Decor Item 858,Home Decor,43.17,96.37,2141,265
SKU-10859,Furniture Item 859,Furniture,482.85,606.62,3854,1472
SKU-10860,Furniture Item 860,Furniture,539.42,2151.63,196,62
SKU-10861,Furniture Item 861,Furniture,712.02,640.69,23,862
SKU-10862,Gardening Item 862,Gardening,146.95,284.55,4573,275
SKU-10863,Bedding Item 863,Bedding,68.8,225.86,196,61
SKU-10864,Home Decor Item 864,Home Decor,35.37,29.54,34,782
SKU-10865,Home Decor Item 865,Home Decor,96.61,261.11,199,44
SKU-10866,Bedding Item 866,Bedding,149.17,367.63,2462,284
SKU-10867,Furniture Item 867,Furniture,734.93,653.05,0,926
SKU-10868,Gardening Item 868,Gardening,108.1,366.54,126,96
SKU-10869,Kitchenware Item 869,Kitchenware,34.52,75.91,2882,665
SKU-10870,Gardening Item 870,Gardening,125.85,139.53,3073,846
SKU-10871,Gardening Item 871,Gardening,107.29,299.74,80,49
SKU-10872,Home Decor Item 872,Home Decor,78.34,191.03,3148,600
SKU-10873,Bedding Item 873,Bedding,81.92,96.92,3521,830
SKU-10874,Kitchenware Item 874,Kitchenware,15.92,35.16,2098,367
SKU-10875,Gardening Item 875,Gardening,34.42,38.07,5735,1459
SKU-10876,Kitchenware Item 876,Kitchenware,21.27,51.65,2058,352
SKU-10877,Home Decor Item 877,Home Decor,79.23,192.02,4553,420
SKU-10878,Gardening Item 878,Gardening,123.18,476.63,231,10
SKU-10879,Furniture Item 879,Furniture,226.55,266.64,3462,844
SKU-10880,Home Decor Item 880,Home Decor,93.17,318.92,119,57
SKU-10881,Gardening Item 881,Gardening,22.29,51.28,3589,473
SKU-10882,Bedding Item 882,Bedding,12.05,13.28,2478,690
SKU-10883,Kitchenware Item 883,Kitchenware,18.9,20.86,5280,1110
SKU-10884,Kitchenware Item 884,Kitchenware,44.88,56.62,2787,1122
SKU-10885,Furniture Item 885,Furniture,671.26,1546.65,4692,294
SKU-10886,Kitchenware Item 886,Kitchenware,44.59,82.04,4437,316
SKU-10887,Gardening Item 887,Gardening,40.89,79.6,4980,467
SKU-10888,Home Decor Item 888,Home Decor,43.47,38.17,6,1123
SKU-10889,Bedding Item 889,Bedding,39.36,32.31,38,968
SKU-10890,Furniture Item 890,Furniture,647.32,542.44,24,1087
SKU-10891,Bedding Item 891,Bedding,17.63,40.72,3712,305
SKU-10892,Gardening Item 892,Gardening,53.71,62.44,4933,824
SKU-10893,Gardening Item 893,Gardening,65.76,127.51,1893,343
SKU-10894,Kitchenware Item 894,Kitchenware,21.66,21.91,34,766
SKU-10895,Bedding Item 895,Bedding,62.73,75.11,3167,731
SKU-10896,Gardening Item 896,Gardening,44.8,54.17,3577,672
SKU-10897,Home Decor Item 897,Home Decor,131.98,110.43,35,514
SKU-10898,Home Decor Item 898,Home Decor,55.94,125.98,3733,737
SKU-10899,Gardening Item 899,Gardening,52.85,126.99,2098,277
SKU-10900,Gardening Item 900,Gardening,143.33,164.42,3207,1326
SKU-10901,Gardening Item 901,Gardening,142.4,176.73,3644,690
SKU-10902,Bedding Item 902,Bedding,97.5,251.59,286,36
SKU-10903,Kitchenware Item 903,Kitchenware,26.4,22.23,22,1142
SKU-10904,Furniture Item 904,Furniture,484.24,1067.49,2507,582
SKU-10905,Kitchenware Item 905,Kitchenware,25.74,26.59,31,986
SKU-10906,Gardening Item 906,Gardening,127.44,387.99,110,26
SKU-10907,Bedding Item 907,Bedding,111.55,224.71,2073,697
SKU-10908,Gardening Item 908,Gardening,105.08,372.29,57,71
SKU-10909,Home Decor Item 909,Home Decor,51.76,48.95,31,555
SKU-10910,Bedding Item 910,Bedding,86.2,76.65,14,1188
SKU-10911,Home Decor Item 911,Home Decor,82.88,93.18,5998,1420
SKU-10912,Gardening Item 912,Gardening,45.0,108.37,1973,293
SKU-10913,Home Decor Item 913,Home Decor,75.52,86.02,3045,1283
SKU-10914,Furniture Item 914,Furniture,554.12,637.98,6943,629
SKU-10915,Bedding Item 915,Bedding,81.8,106.27,4640,824
SKU-10916,Home Decor Item 916,Home Decor,138.9,158.46,5236,1208
SKU-10917,Furniture Item 917,Furniture,253.74,547.86,3659,477
SKU-10918,Furniture Item 918,Furniture,217.47,524.83,3925,526
SKU-10919,Kitchenware Item 919,Kitchenware,15.43,14.32,3,381
SKU-10920,Gardening Item 920,Gardening,62.48,178.16,77,64
SKU-10921,Bedding Item 921,Bedding,138.5,254.51,1801,671
SKU-10922,Kitchenware Item 922,Kitchenware,22.63,22.29,12,470
SKU-10923,Home Decor Item 923,Home Decor,81.25,78.64,22,1097
SKU-10924,Furniture Item 924,Furniture,474.48,1014.56,3118,495
SKU-10925,Furniture Item 925,Furniture,476.88,465.71,28,1145
SKU-10926,Kitchenware Item 926,Kitchenware,5.31,5.87,4738,1031
SKU-10927,Gardening Item 927,Gardening,10.08,11.37,2240,883
SKU-10928,Gardening Item 928,Gardening,69.94,146.33,4899,485
SKU-10929,Home Decor Item 929,Home Decor,132.63,130.55,28,853
SKU-10930,Furniture Item 930,Furniture,688.0,797.75,4449,772
SKU-10931,Kitchenware Item 931,Kitchenware,42.99,41.22,2,868
SKU-10932,Bedding Item 932,Bedding,12.91,12.97,0,776
SKU-10933,Home Decor Item 933,Home Decor,34.06,38.62,3551,560
SKU-10934,Furniture Item 934,Furniture,458.25,424.16,9,572
SKU-10935,Kitchenware Item 935,Kitchenware,41.13,38.09,6,461
SKU-10936,Home Decor Item 936,Home Decor,65.06,220.46,120,11
SKU-10937,Furniture Item 937,Furniture,235.99,297.18,4699,1299
SKU-10938,Kitchenware Item 938,Kitchenware,34.05,70.86,3548,410
SKU-10939,Furniture Item 939,Furniture,254.36,506.62,3582,590
SKU-10940,Bedding Item 940,Bedding,145.75,123.12,35,1003
SKU-10941,Gardening Item 941,Gardening,142.69,339.66,2590,798
SKU-10942,Home Decor Item 942,Home Decor,57.96,199.97,136,50
SKU-10943,Kitchenware Item 943,Kitchenware,46.29,45.1,31,342
SKU-10944,Kitchenware Item 944,Kitchenware,20.07,25.79,3759,509
SKU-10945,Furniture Item 945,Furniture,517.53,469.14,16,926
SKU-10946,Furniture Item 946,Furniture,495.08,482.21,15,826
SKU-10947,Gardening Item 947,Gardening,109.77,259.14,3234,329
SKU-10948,Bedding Item 948,Bedding,82.42,101.94,5672,1289
SKU-10949,Furniture Item 949,Furniture,321.27,659.34,1100,316
SKU-10950,Kitchenware Item 950,Kitchenware,8.63,18.81,4191,428
SKU-10951,Kitchenware Item 951,Kitchenware,5.27,6.66,3341,1335
SKU-10952,Kitchenware Item 952,Kitchenware,10.02,28.13,143,84
SKU-10953,Home Decor Item 953,Home Decor,86.53,70.98,23,573
SKU-10954,Furniture Item 954,Furniture,216.36,183.97,17,313
SKU-10955,Kitchenware Item 955,Kitchenware,10.17,23.56,4066,758
SKU-10956,Gardening Item 956,Gardening,17.63,21.03,2154,1496
SKU-10957,Gardening Item 957,Gardening,22.2,25.93,3177,591
SKU-10958,Kitchenware Item 958,Kitchenware,25.02,30.29,4857,1428
SKU-10959,Bedding Item 959,Bedding,123.65,156.62,6662,1211
SKU-10960,Bedding Item 960,Bedding,120.78,436.31,95,25
SKU-10961,Home Decor Item 961,Home Decor,114.28,134.56,4511,699
SKU-10962,Home Decor Item 962,Home Decor,74.99,208.44,197,87
SKU-10963,Gardening Item 963,Gardening,25.8,93.46,210,54
SKU-10964,Bedding Item 964,Bedding,40.24,41.83,25,697
SKU-10965,Bedding Item 965,Bedding,76.51,74.74,32,1027
SKU-10966,Furniture Item 966,Furniture,566.71,1417.58,97,75
SKU-10967,Furniture Item 967,Furniture,784.1,976.69,3299,1398
SKU-10968,Bedding Item 968,Bedding,108.12,102.0,13,973
SKU-10969,Bedding Item 969,Bedding,100.79,194.0,2215,217
SKU-10970,Bedding Item 970,Bedding,127.89,395.25,166,80
SKU-10971,Gardening Item 971,Gardening,57.6,57.27,36,742
SKU-10972,Home Decor Item 972,Home Decor,35.45,44.25,6473,1192
SKU-10973,Home Decor Item 973,Home Decor,26.67,51.97,2989,604
SKU-10974,Home Decor Item 974,Home Decor,127.11,125.17,23,930
SKU-10975,Furniture Item 975,Furniture,751.12,2477.43,287,19
SKU-10976,Furniture Item 976,Furniture,170.97,159.53,30,1079
SKU-10977,Bedding Item 977,Bedding,34.44,32.87,20,431
SKU-10978,Furniture Item 978,Furniture,609.34,597.33,16,1073
SKU-10979,Home Decor Item 979,Home Decor,103.34,296.91,176,11
SKU-10980,Furniture Item 980,Furniture,334.11,1242.8,59,17
SKU-10981,Bedding Item 981,Bedding,21.9,26.0,2751,1480
SKU-10982,Home Decor Item 982,Home Decor,29.16,71.32,4091,334
SKU-10983,Kitchenware Item 983,Kitchenware,19.75,17.46,21,674
SKU-10984,Furniture Item 984,Furniture,134.76,434.95,87,19
SKU-10985,Home Decor Item 985,Home Decor,82.52,262.94,175,42
SKU-10986,Gardening Item 986,Gardening,119.62,120.99,31,597
SKU-10987,Gardening Item 987,Gardening,45.75,47.82,31,324
SKU-10988,Gardening Item 988,Gardening,120.87,153.12,2231,976
SKU-10989,Kitchenware Item 989,Kitchenware,42.98,47.62,4276,1302
SKU-10990,Gardening Item 990,Gardening,90.87,274.9,159,81
SKU-10991,Home Decor Item 991,Home Decor,133.87,167.79,2342,638
SKU-10992,Furniture Item 992,Furniture,779.05,759.74,12,1135
SKU-10993,Furniture Item 993,Furniture,541.54,677.77,2953,809
SKU-10994,Kitchenware Item 994,Kitchenware,9.3,10.55,3927,611
SKU-10995,Home Decor Item 995,Home Decor,33.04,67.42,2362,289
SKU-10996,Gardening Item 996,Gardening,24.33,19.56,1,967
SKU-10997,Furniture Item 997,Furniture,363.89,915.48,51,16
SKU-10998,Furniture Item 998,Furniture,695.67,871.86,2253,1043
SKU-10999,Home Decor Item 999,Home Decor,85.23,190.61,4891,565
SKU-11000,Furniture Item 1000,Furniture,691.48,865.79,3798,915
SKU-11001,Gardening Item 1001,Gardening,52.14,107.46,2876,210
SKU-11002,Bedding Item 1002,Bedding,96.33,203.75,2244,436
SKU-11003,Home Decor Item 1003,Home Decor,72.0,59.94,12,443
SKU-11004,Home Decor Item 1004,Home Decor,148.01,119.19,30,708
SKU-11005,Bedding Item 1005,Bedding,72.42,59.5,32,823
SKU-11006,Home Decor Item 1006,Home Decor,137.85,154.97,5383,981
SKU-11007,Furniture Item 1007,Furniture,626.0,516.33,13,721
SKU-11008,Bedding Item 1008,Bedding,97.99,125.89,3223,806
SKU-11009,Furniture Item 1009,Furniture,122.72,136.55,4446,1094
SKU-11010,Gardening Item 1010,Gardening,38.49,36.98,30,1103
SKU-11011,Kitchenware Item 1011,Kitchenware,23.23,27.57,6196,1072
SKU-11012,Home Decor Item 1012,Home Decor,35.29,34.91,33,1071
SKU-11013,Home Decor Item 1013,Home Decor,95.15,109.01,5099,1087
SKU-11014,Bedding Item 1014,Bedding,51.99,60.88,4911,867
SKU-11015,Gardening Item 1015,Gardening,18.03,63.32,219,99
SKU-11016,Kitchenware Item 1016,Kitchenware,20.25,19.75,3,1135
SKU-11017,Furniture Item 1017,Furniture,753.78,1377.07,3429,566
SKU-11018,Gardening Item 1018,Gardening,82.03,77.56,25,666
SKU-11019,Home Decor Item 1019,Home Decor,131.01,154.23,6573,919
SKU-11020,Gardening Item 1020,Gardening,107.6,268.77,4064,787
SKU-11021,Home Decor Item 1021,Home Decor,68.4,58.5,30,545
SKU-11022,Home Decor Item 1022,Home Decor,18.71,17.36,15,444
SKU-11023,Furniture Item 1023,Furniture,687.62,1917.77,94,71
SKU-11024,Bedding Item 1024,Bedding,51.7,41.48,6,416
SKU-11025,Bedding Item 1025,Bedding,62.62,57.25,9,596
SKU-11026,Home Decor Item 1026,Home Decor,17.35,20.3,3381,627
SKU-11027,Gardening Item 1027,Gardening,83.02,165.81,1880,284
SKU-11028,Home Decor Item 1028,Home Decor,21.09,39.95,4129,678
SKU-11029,Bedding Item 1029,Bedding,94.83,119.17,4194,1172
SKU-11030,Home Decor Item 1030,Home Decor,116.66,116.43,28,1103
SKU-11031,Furniture Item 1031,Furniture,275.61,1058.6,106,67
SKU-11032,Gardening Item 1032,Gardening,96.11,78.1,22,785
SKU-11033,Kitchenware Item 1033,Kitchenware,48.15,97.6,2553,256
SKU-11034,Home Decor Item 1034,Home Decor,125.31,125.96,2,526
SKU-11035,Kitchenware Item 1035,Kitchenware,25.14,20.51,37,735
SKU-11036,Bedding Item 1036,Bedding,22.18,26.92,2372,1098
SKU-11037,Kitchenware Item 1037,Kitchenware,5.28,5.12,18,417
SKU-11038,Furniture Item 1038,Furniture,772.52,1959.16,66,11
SKU-11039,Bedding Item 1039,Bedding,114.82,138.66,2757,580
SKU-11040,Bedding Item 1040,Bedding,23.58,56.52,4992,403
SKU-11041,Bedding Item 1041,Bedding,94.45,105.86,2306,1336
SKU-11042,Furniture Item 1042,Furniture,163.39,499.4,259,97
SKU-11043,Gardening Item 1043,Gardening,33.86,37.45,5406,764
SKU-11044,Bedding Item 1044,Bedding,77.78,77.72,21,664
SKU-11045,Bedding Item 1045,Bedding,108.77,234.2,3156,246
SKU-11046,Gardening Item 1046,Gardening,11.27,36.85,173,55
SKU-11047,Gardening Item 1047,Gardening,108.97,365.48,226,53
SKU-11048,Furniture Item 1048,Furniture,360.43,715.0,2061,592
SKU-11049,Gardening Item 1049,Gardening,110.54,273.12,2202,588
SKU-11050,Bedding Item 1050,Bedding,106.62,108.99,24,493
SKU-11051,Gardening Item 1051,Gardening,34.22,42.69,6911,1177
SKU-11052,Bedding Item 1052,Bedding,125.05,252.71,2158,339
SKU-11053,Furniture Item 1053,Furniture,324.51,757.64,2381,649
SKU-11054,Furniture Item 1054,Furniture,465.75,1333.16,66,71
SKU-11055,Kitchenware Item 1055,Kitchenware,37.22,120.74,296,43
SKU-11056,Furniture Item 1056,Furniture,517.3,522.68,33,377
SKU-11057,Furniture Item 1057,Furniture,392.17,484.5,4261,1062
SKU-11058,Gardening Item 1058,Gardening,19.65,24.05,6752,875
SKU-11059,Furniture Item 1059,Furniture,187.95,233.9,2324,1404
SKU-11060,Gardening Item 1060,Gardening,81.28,201.86,4557,682
SKU-11061,Gardening Item 1061,Gardening,72.22,84.01,2687,978
SKU-11062,Bedding Item 1062,Bedding,70.51,168.62,1813,461
SKU-11063,Kitchenware Item 1063,Kitchenware,13.23,16.41,3872,1260
SKU-11064,Home Decor Item 1064,Home Decor,67.29,85.67,6266,1033
SKU-11065,Gardening Item 1065,Gardening,123.63,160.32,6537,1080
SKU-11066,Bedding Item 1066,Bedding,129.25,292.57,2848,467
SKU-11067,Home Decor Item 1067,Home Decor,138.11,290.29,3087,372
SKU-11068,Gardening Item 1068,Gardening,76.42,95.1,2522,616
SKU-11069,Furniture Item 1069,Furniture,542.21,1377.54,249,80
SKU-11070,Home Decor Item 1070,Home Decor,53.43,120.58,3463,663
SKU-11071,Kitchenware Item 1071,Kitchenware,29.93,37.16,4373,590
SKU-11072,Furniture Item 1072,Furniture,729.82,2529.46,128,81
SKU-11073,Home Decor Item 1073,Home Decor,117.07,129.58,4180,665
SKU-11074,Home Decor Item 1074,Home Decor,131.27,158.71,2831,1181
SKU-11075,Gardening Item 1075,Gardening,106.83,88.22,32,657
SKU-11076,Gardening Item 1076,Gardening,78.4,250.94,190,68
SKU-11077,Home Decor Item 1077,Home Decor,100.94,96.55,19,1158
SKU-11078,Furniture Item 1078,Furniture,535.06,616.4,3582,1049
SKU-11079,Home Decor Item 1079,Home Decor,142.02,451.74,192,57
SKU-11080,Gardening Item 1080,Gardening,113.03,128.19,6732,538
SKU-11081,Bedding Item 1081,Bedding,74.96,77.41,28,396
SKU-11082,Furniture Item 1082,Furniture,152.47,197.47,3125,1102
SKU-11083,Bedding Item 1083,Bedding,125.06,409.11,242,44
SKU-11084,Bedding Item 1084,Bedding,147.55,139.74,37,1002
SKU-11085,Gardening Item 1085,Gardening,23.58,50.03,4580,780
SKU-11086,Kitchenware Item 1086,Kitchenware,24.21,31.22,6284,613
SKU-11087,Bedding Item 1087,Bedding,65.71,67.59,5,686
SKU-11088,Furniture Item 1088,Furniture,563.27,543.87,20,529
SKU-11089,Bedding Item 1089,Bedding,17.99,22.15,6366,756
SKU-11090,Home Decor Item 1090,Home Decor,29.56,26.96,12,610
SKU-11091,Gardening Item 1091,Gardening,20.78,67.55,215,71
SKU-11092,Gardening Item 1092,Gardening,29.21,25.15,7,928
SKU-11093,Home Decor Item 1093,Home Decor,45.6,165.97,134,29
SKU-11094,Furniture Item 1094,Furniture,524.03,1739.62,142,24
SKU-11095,Furniture Item 1095,Furniture,627.18,531.26,35,1185
SKU-11096,Home Decor Item 1096,Home Decor,17.98,48.32,281,37
SKU-11097,Home Decor Item 1097,Home Decor,55.74,72.41,4558,1472
SKU-11098,Furniture Item 1098,Furniture,408.52,507.84,5291,720
SKU-11099,Home Decor Item 1099,Home Decor,135.04,363.13,154,55
SKU-11100,Furniture Item 1100,Furniture,573.34,469.77,0,725
SKU-11101,Bedding Item 1101,Bedding,58.06,67.61,2636,1064
SKU-11102,Furniture Item 1102,Furniture,149.55,386.5,51,46
SKU-11103,Bedding Item 1103,Bedding,129.12,150.14,6032,1396
SKU-11104,Home Decor Item 1104,Home Decor,14.68,54.07,288,64
SKU-11105,Gardening Item 1105,Gardening,40.48,156.76,94,74
SKU-11106,Furniture Item 1106,Furniture,631.28,1775.27,257,68
SKU-11107,Kitchenware Item 1107,Kitchenware,16.4,15.92,14,1078
SKU-11108,Kitchenware Item 1108,Kitchenware,38.97,50.1,3322,896
SKU-11109,Furniture Item 1109,Furniture,101.63,102.47,22,338
SKU-11110,Gardening Item 1110,Gardening,46.25,38.2,32,890
SKU-11111,Furniture Item 1111,Furniture,734.89,1603.51,2667,227
SKU-11112,Home Decor Item 1112,Home Decor,52.22,123.91,2135,235
SKU-11113,Kitchenware Item 1113,Kitchenware,30.86,113.96,132,60
SKU-11114,Gardening Item 1114,Gardening,112.71,94.87,35,591
SKU-11115,Bedding Item 1115,Bedding,125.01,143.24,3557,1111
SKU-11116,Bedding Item 1116,Bedding,98.02,111.2,6917,1284
SKU-11117,Bedding Item 1117,Bedding,89.73,79.45,13,813
SKU-11118,Bedding Item 1118,Bedding,10.96,13.56,6025,994
SKU-11119,Gardening Item 1119,Gardening,121.8,292.31,3258,793
SKU-11120,Bedding Item 1120,Bedding,98.29,123.1,5460,605
SKU-11121,Furniture Item 1121,Furniture,758.35,725.0,8,399
SKU-11122,Furniture Item 1122,Furniture,287.6,255.21,13,689
SKU-11123,Furniture Item 1123,Furniture,119.69,142.61,4129,1444
SKU-11124,Bedding Item 1124,Bedding,135.74,122.34,2,361
SKU-11125,Furniture Item 1125,Furniture,175.22,427.32,2745,731
SKU-11126,Furniture Item 1126,Furniture,104.93,90.9,12,761
SKU-11127,Kitchenware Item 1127,Kitchenware,48.45,48.39,33,673
SKU-11128,Home Decor Item 1128,Home Decor,146.84,144.43,31,878
SKU-11129,Furniture Item 1129,Furniture,290.2,238.87,29,685
SKU-11130,Gardening Item 1130,Gardening,98.16,125.76,3164,1174
SKU-11131,Kitchenware Item 1131,Kitchenware,5.83,10.99,1171,246
SKU-11132,Furniture Item 1132,Furniture,270.6,301.07,2057,829
SKU-11133,Gardening Item 1133,Gardening,60.51,49.48,29,753
SKU-11134,Gardening Item 1134,Gardening,149.47,176.09,2810,1316
SKU-11135,Furniture Item 1135,Furniture,669.53,641.07,10,957
SKU-11136,Home Decor Item 1136,Home Decor,97.75,235.72,1555,690
SKU-11137,Home Decor Item 1137,Home Decor,54.8,215.85,106,29
SKU-11138,Kitchenware Item 1138,Kitchenware,34.9,39.39,5967,1226
SKU-11139,Gardening Item 1139,Gardening,12.8,42.07,239,59
SKU-11140,Furniture Item 1140,Furniture,625.38,569.52,32,908
SKU-11141,Furniture Item 1141,Furniture,224.52,275.17,4153,1464
SKU-11142,Kitchenware Item 1142,Kitchenware,23.7,29.25,5483,1290
SKU-11143,Kitchenware Item 1143,Kitchenware,26.96,34.57,2797,1216
SKU-11144,Kitchenware Item 1144,Kitchenware,26.61,30.82,4469,1145
SKU-11145,Furniture Item 1145,Furniture,415.79,407.4,26,1141
SKU-11146,Kitchenware Item 1146,Kitchenware,25.88,30.2,3997,1273
SKU-11147,Furniture Item 1147,Furniture,473.14,1820.64,71,57
SKU-11148,Furniture Item 1148,Furniture,750.95,942.9,3417,750
SKU-11149,Kitchenware Item 1149,Kitchenware,12.41,15.96,6876,685
SKU-11150,Furniture Item 1150,Furniture,187.66,238.52,4679,1258
SKU-11151,Kitchenware Item 1151,Kitchenware,37.17,42.19,2328,632
SKU-11152,Gardening Item 1152,Gardening,44.36,46.28,4,903
SKU-11153,Home Decor Item 1153,Home Decor,134.95,245.23,2153,223
SKU-11154,Gardening Item 1154,Gardening,84.66,72.79,28,954
SKU-11155,Bedding Item 1155,Bedding,38.95,39.72,15,491
SKU-11156,Gardening Item 1156,Gardening,57.39,137.78,3213,431
SKU-11157,Furniture Item 1157,Furniture,786.18,2002.62,74,62
SKU-11158,Gardening Item 1158,Gardening,98.63,97.89,37,1060
SKU-11159,Kitchenware Item 1159,Kitchenware,23.02,21.41,5,855
SKU-11160,Bedding Item 1160,Bedding,21.29,56.03,172,12
SKU-11161,Bedding Item 1161,Bedding,123.92,156.27,4349,657
SKU-11162,Home Decor Item 1162,Home Decor,50.48,47.55,34,1027
SKU-11163,Kitchenware Item 1163,Kitchenware,17.31,20.78,2030,876
SKU-11164,Furniture Item 1164,Furniture,590.95,1339.2,4073,732
SKU-11165,Furniture Item 1165,Furniture,109.3,390.25,142,70
SKU-11166,Bedding Item 1166,Bedding,105.82,297.92,209,50
SKU-11167,Kitchenware Item 1167,Kitchenware,41.87,159.45,54,21
SKU-11168,Kitchenware Item 1168,Kitchenware,8.77,22.89,143,31
SKU-11169,Home Decor Item 1169,Home Decor,14.39,35.76,4963,614
SKU-11170,Home Decor Item 1170,Home Decor,73.69,68.55,7,511
SKU-11171,Bedding Item 1171,Bedding,124.1,160.42,2550,755
SKU-11172,Bedding Item 1172,Bedding,28.05,29.17,12,826
SKU-11173,Bedding Item 1173,Bedding,23.53,29.47,6264,1477
SKU-11174,Kitchenware Item 1174,Kitchenware,22.33,25.13,6548,1027
SKU-11175,Gardening Item 1175,Gardening,32.52,32.95,22,378
SKU-11176,Kitchenware Item 1176,Kitchenware,8.55,18.47,4350,385
SKU-11177,Home Decor Item 1177,Home Decor,65.19,57.71,38,765
SKU-11178,Kitchenware Item 1178,Kitchenware,42.44,54.61,2928,1449
SKU-11179,Kitchenware Item 1179,Kitchenware,46.3,43.15,36,1007
SKU-11180,Furniture Item 1180,Furniture,267.19,265.75,26,744
SKU-11181,Home Decor Item 1181,Home Decor,72.63,84.59,3030,515
SKU-11182,Bedding Item 1182,Bedding,51.79,158.79,220,26
SKU-11183,Kitchenware Item 1183,Kitchenware,27.39,30.55,3089,936
SKU-11184,Home Decor Item 1184,Home Decor,43.26,50.51,6198,1268
SKU-11185,Home Decor Item 1185,Home Decor,38.7,35.43,14,420
SKU-11186,Furniture Item 1186,Furniture,712.08,844.37,4681,814
SKU-11187,Home Decor Item 1187,Home Decor,27.73,54.46,3279,641
SKU-11188,Home Decor Item 1188,Home Decor,91.66,74.12,31,1177
SKU-11189,Furniture Item 1189,Furniture,740.29,819.95,6415,681
